ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
30C734816833545053CDC38,454048,33:26.6,,36,Chargedoff,2012/10/30 0:00,0.2239,0.199,0.189,4,9,7,LA,Sales - Commission,Full-time,86,FALSE,FALSE,680,699,1998/5/25 0:00,9,8,22,8,188,0,1,1,2820,7,1,0,3879,0.61,2123,19,0.84,0,0.07,"$25,000-49,999",TRUE,3750,,,,,,,,,618,30,47,1500,2010/4/30 0:00,Q2 2010,7DCD3468814127303D3027E,55.67,1398.44,887.79,510.65,-24.02,-14.19,612.21,612.21,0,1,0,0,0,66
BF823427216739714D91FDC,370529,40:05.5,E,36,Chargedoff,2009/1/30 0:00,0.27306,0.25,0.24,,,1,AZ,Sales - Retail,Full-time,6,FALSE,FALSE,560,579,1994/7/11 0:00,11,9,64,7,569,31,109,1,230,2,0,0,17529,0.46,20036,51,0.88,3,0.16,"$50,000-74,999",TRUE,5500,3,12,11,1,0,4500,0,0,1988,6,68,1995,2008/7/29 0:00,Q3 2008,5B8333756488098823F5EFE,79.32,79.32,36.96,42.36,-1.69,0,1958.04,1958.04,0,1,0,0,0,64
64CE3430432485810845A9A,396533,39:59.5,A,36,Chargedoff,2009/10/25 0:00,0.20471,0.19,0.18,,,7,NJ,Professional,Full-time,14,TRUE,FALSE,720,739,1994/1/24 0:00,6,4,19,1,299,1,20,1,302,9,0,0,9840,0.98,160,14,0.68,1,0.18,"$75,000-99,999",TRUE,6250,,,,,,,,,1720,13,66,6500,2008/9/24 0:00,Q3 2008,1EF734303197266705EC333,238.26,1906.08,1148.72,757.36,-39.86,0,5351.28,5351.28,0,1,0,0,0,160
6E68355067306431969B69D,606513,20:44.1,,60,Chargedoff,2013/8/18 0:00,0.35838,0.3304,0.3204,2,6,3,NY,Police Officer/Correction Officer,Employed,42,FALSE,FALSE,660,679,2003/10/8 0:00,6,5,17,4,145,1,5,5,5488,4,0,0,3566,0.22,8830,16,0.5,0,0.09,"$25,000-49,999",TRUE,3928.083333,,,,,,,,,326,13,20,4000,2012/7/18 0:00,Q3 2012,D9B03551810342618AB44FB,136.98,1095.84,236.71,859.13,-26.02,0,3763.29,3763.29,0,1,0,0,0,9
7EC7338694095127585774D,125493,11:08.7,A,36,Chargedoff,2009/4/9 0:00,0.15462,0.1475,0.1425,,,0,WA,Professional,Self-employed,37,FALSE,FALSE,720,739,1997/3/17 0:00,24,20,36,19,311,14,23,2,204,0,0,0,2771,0.02,97929,32,0.96,14,0.11,"$100,000+",TRUE,9202.5,,,,,,,,,1918,23,82,25000,2007/5/8 0:00,Q2 2007,F2863380480186546E42870,863.58,15544.44,11108.09,4436.35,-150.4,0,13891.91,13891.91,0,1,0,0,0,306
7ED13412291563126E589CD,276939,57:12.1,D,36,Chargedoff,2009/7/15 0:00,0.25278,0.23,0.22,,,7,AZ,Professional,Full-time,10,FALSE,FALSE,600,619,1992/8/11 0:00,13,10,51,6,52,4,19,2,235,2,1,0,1730,0.99,47,46,0.76,3,0.34,"$25,000-49,999",TRUE,2583.333333,1,6,6,0,0,1000,832.33,-40,1700,17,73,1000,2008/2/14 0:00,Q1 2008,8E5D339474603555912AB86,38.71,449.52,134.52,315,-9.78,-39.48,865.48,865.48,115,1,0,0,0,6
D0703411963490277B9A1BF,276910,41:34.8,AA,36,Chargedoff,2008/12/23 0:00,0.11084,0.1039,0.1039,,,1,FL,Professional,Full-time,30,TRUE,FALSE,760,779,1994/4/18 0:00,4,5,6,5,130,0,4,1,11808,2,0,0,5420,0.04,102675,5,0.8,0,0.06,"$75,000-99,999",TRUE,6875,,,,,,,,,2026,10,73,10000,2008/2/22 0:00,Q1 2008,C4E134084069625930BCAB9,324.51,1592.55,1148.88,443.67,0,0,8851.12,8851.12,0,1,0,0,0,229
78463547109293983482D6D,587541,13:19.8,,36,Chargedoff,2013/6/19 0:00,0.26681,0.2287,0.2187,3,4,3,CA,Other,Self-employed,80,FALSE,FALSE,620,639,1987/8/19 0:00,8,8,31,6,182,1,4,2,180,27,1,0,6277,0.22,18581,29,0.75,3,,"$75,000-99,999",FALSE,7916.666667,1,9,9,0,0,7500,6240.19,-49,386,14,22,7000,2012/5/17 0:00,Q2 2012,8FA9352141375111456B732,270.49,2163.92,1165.28,998.64,-43.66,0,5834.72,5834.72,0,1,0,0,0,39
9B873431502438361407386,404569,57:28.5,B,36,Chargedoff,2011/6/4 0:00,0.23861,0.2169,0.2069,,,1,IL,Administrative Assistant,Full-time,20,TRUE,FALSE,680,699,1984/1/7 0:00,4,5,11,4,158,1,1,1,49,0,1,0,4441,0.74,1500,9,0.77,3,0.11,"$25,000-49,999",TRUE,2916.666667,,,,,,,,,1132,33,65,2600,2008/10/2 0:00,Q4 2008,15363431322761139BF4F01,98.88,2906.41,2136.22,770.19,-35.53,0,463.77,463.78,0,1,0,0,0,46
AFED338463672776562B652,115073,21:06.2,HR,36,Chargedoff,2007/12/28 0:00,0.30564,0.29,0.26,,,0,TX,Sales - Retail,Full-time,84,FALSE,TRUE,520,539,2001/5/1 0:00,3,3,34,1,30,7,16,30,5746,0,0,0,273,0.91,27,6,0.09,1,0.13,"$25,000-49,999",TRUE,3500,,,,,,,,,2385,9,84,1500,2007/3/29 0:00,Q1 2007,3BC733844036328003B9555,62.86,226.59,93.66,132.93,-4.92,0,1406.35,1406.34,0,1,0,0,0,6
832F338849549394434E5FD,131588,40:13.0,C,36,Chargedoff,2008/5/14 0:00,0.29776,0.29,0.265,,,0,CA,Fireman,Full-time,170,FALSE,TRUE,640,659,1987/10/30 0:00,10,6,36,1,29,4,22,3,869,39,0,0,334,0.66,166,30,0.7,4,0.27,"$75,000-99,999",TRUE,7083.333333,,,,,,,,,2216,12,82,20000,2007/5/14 0:00,Q2 2007,88083384663384115A4631D,838.11,5638.17,2517.29,3120.88,-112.39,-159.48,17497.77,17482.71,923.11,1,0,0,0,154
8D0E34735226842499F58D8,441185,22:48.8,,36,Chargedoff,2012/8/20 0:00,0.38438,0.35,0.34,1,3,1,NY,Professional,Full-time,32,TRUE,FALSE,720,739,1997/9/27 0:00,10,10,37,7,339,4,13,1,4562,5,0,0,7316,0.74,126,33,0.9,1,0.18,"$25,000-49,999",TRUE,4000,,,,,,,,,689,31,50,1200,2010/1/20 0:00,Q1 2010,B53534724325409383BB6D8,54.28,1381.28,662.8,718.48,-19.67,-30.07,537.2,537.2,43,1,0,0,0,17
16B533851051887176AAD6B,119144,30:36.3,D,36,Chargedoff,2008/12/19 0:00,0.25757,0.25,0.24,,,0,TX,Civil Service,Retired,24,TRUE,TRUE,620,639,1986/10/17 0:00,7,7,17,6,402,2,17,1,765,0,0,0,16623,0.82,3647,12,0.92,0,0.35,"$25,000-49,999",TRUE,2864,,,,,,,,,2030,20,83,15000,2007/4/18 0:00,Q2 2007,898B33836275141826CF50E,596.4,8946,4929.8,4016.2,-160.66,0,10070.2,10070.2,0,1,1,0,0,148
170D3381678610253535462,102712,16:26.4,E,36,Chargedoff,2007/12/5 0:00,0.24507,0.23,0.21,,,0,TX,Other,Full-time,92,FALSE,TRUE,560,579,1992/9/29 0:00,2,4,50,2,0,3,10,16,15023,39,0,0,0,0,0,37,0.46,2,0.2,"$25,000-49,999",TRUE,3833.333333,,,,,,,,,2408,9,84,4000,2007/3/6 0:00,Q1 2007,040E33803270416927E6F9A,154.84,597.74,286.93,310.81,-6.62,0,3713.08,3713.07,0,1,0,0,0,117
6A1135487282719411A22F6,595333,18:09.5,,60,Chargedoff,2014/1/11 0:00,0.28704,0.261,0.251,3,2,1,OH,Sales - Retail,Employed,67,FALSE,FALSE,740,759,1989/11/27 0:00,6,6,9,4,75,1,2,1,3386,0,0,0,60,0,13140,7,0.87,3,0.27,"$25,000-49,999",TRUE,4083.333333,1,8,8,0,0,10000,8410.94,19,180,19,21,14400,2012/6/11 0:00,Q2 2012,F9593523984461109F6BF65,432,6048,1917.43,4130.57,-158.27,0,12482.57,12482.57,0,1,0,0,0,27
D0F63416953316679741155,296916,17:56.7,C,36,Chargedoff,2009/6/4 0:00,0.12562,0.1045,0.0945,,,1,FL,Truck Driver,Full-time,19,FALSE,FALSE,640,659,1990/11/1 0:00,3,2,17,1,44,0,0,1,7215,5,0,0,1440,0.96,60,16,0.68,0,0.12,"$25,000-49,999",TRUE,2708.333333,,,,,,,,,1741,15,71,5000,2008/4/3 0:00,Q2 2008,DCFD34152641141012D2BB3,162.39,1599.12,1094.05,505.07,-45.46,-80.01,3905.95,3404.45,156.32,1,0,0,0,85
F614338668693438029D599,124676,45:57.8,B,36,Chargedoff,2009/10/25 0:00,0.15211,0.145,0.135,,,0,MD,Executive,Full-time,60,TRUE,FALSE,680,699,1989/1/4 0:00,9,8,21,5,151,1,21,2,248,35,1,0,4767,0.63,2715,18,0.75,0,0.23,"$75,000-99,999",TRUE,6250,,,,,,,,,1720,30,83,6010,2007/4/24 0:00,Q2 2007,E69633645775143492F4B0C,206.87,5171.75,3870.28,1301.47,-88.72,0,2139.72,2139.72,0,1,0,0,0,49
F62935458681290476DA9A0,580987,29:46.1,,36,Chargedoff,2013/9/26 0:00,0.28851,0.2499,0.2399,3,6,13,GA,Other,Employed,385,TRUE,FALSE,700,719,1988/3/1 0:00,5,5,25,4,83,0,1,5,1156,0,0,0,1223,0,124,17,0.72,0,0.13,"$25,000-49,999",TRUE,2137.5,,,,,,,,,287,17,23,5000,2012/4/27 0:00,Q2 2012,36AB3544300949805AF0E8D,198.77,2340.24,1193.27,1146.97,-45.9,0,3806.73,3806.73,0,1,0,0,0,11
50C83498533436347D79AB0,483136,03:57.6,,36,Chargedoff,2011/11/16 0:00,0.32502,0.275,0.265,3,6,1,MO,Other,Employed,6,FALSE,FALSE,760,779,1998/5/4 0:00,19,19,39,18,241,0,5,2,1434,0,0,0,2683,0.05,26167,37,0.94,0,0.45,"$1-24,999",TRUE,1583.333333,,,,,,,,,967,12,40,1200,2010/11/17 0:00,Q4 2010,13A734988740524179F3CA7,49.31,345.17,164.45,180.72,-6.57,0,1035.55,1035.55,0,1,0,0,0,21
33873391078843143BA0FD3,151309,24:14.8,C,36,Chargedoff,2008/8/19 0:00,0.25757,0.25,0.225,,,0,OR,Clerical,Full-time,43,TRUE,TRUE,660,679,1987/1/7 0:00,7,9,26,6,194,5,18,3,3165,3,0,0,6361,0.46,6790,23,0.73,1,0.5,"$1-24,999",TRUE,1968.583333,,,,,,,,,2150,14,81,5000,2007/6/20 0:00,Q2 2007,E07433901182259527725E6,198.8,1887.34,924.82,962.52,-34.58,-25.5,4075.17,4075.18,0,1,0,0,0,60
C16433886072465548BEF00,130467,55:38.0,D,36,Chargedoff,2008/12/3 0:00,0.22442,0.217,0.192,,,0,CA,Other,Full-time,75,FALSE,TRUE,600,619,1994/7/1 0:00,3,2,15,3,0,4,7,2,8063,52,0,0,265,0.24,835,13,0.61,1,0.08,"$1-24,999",TRUE,1250,,,,,,,,,1985,19,82,2550,2007/5/2 0:00,Q2 2007,54BC3376294479349450E95,96.99,1417.36,882.56,534.8,-24.98,0,1667.44,1667.44,205,1,0,0,0,44
F9293407314784749D5D67B,250207,27:17.8,A,36,Chargedoff,2009/8/27 0:00,0.14197,0.1349,0.1249,,,3,FL,Other,Self-employed,140,TRUE,TRUE,720,739,1995/5/27 0:00,11,8,69,10,117,2,8,2,10663,26,0,0,2081,0.18,9419,52,0.81,0,0.1,"$25,000-49,999",TRUE,3166.666667,,,,,,,,,1779,20,75,5000,2007/12/26 0:00,Q4 2007,EA54340637541144232E899,169.65,2544.75,1841.84,702.91,-52.1,0,3158.16,3158.16,0,1,0,0,0,94
2D9D35469732242584BD5A1,591210,49:15.4,,36,Chargedoff,2013/5/1 0:00,0.25259,0.2148,0.2048,4,7,1,VA,Food Service,Employed,2,FALSE,FALSE,660,679,1997/2/1 0:00,4,4,11,3,107,1,1,2,2279,4,0,0,4486,0.38,6183,6,0.71,1,0.18,"$1-24,999",TRUE,1733.333333,,,,,,,,,435,12,22,2900,2012/5/30 0:00,Q2 2012,818935472622444883F6555,109.97,644.82,328.42,316.4,-14.72,0,2571.58,2571.58,0,1,0,0,0,22
94C135413844753470E7678,563636,44:10.7,,36,Chargedoff,2013/12/2 0:00,0.2837,0.2452,0.2352,3,5,1,AZ,Sales - Retail,Employed,141,FALSE,FALSE,720,739,1986/1/1 0:00,16,16,24,16,602,1,1,1,64,3,0,0,20275,0.19,80787,24,0.91,3,0.31,"$25,000-49,999",TRUE,3500,,,,,,,,,220,21,24,12000,2012/3/2 0:00,Q1 2012,56D035402300867476DD3C2,474.08,7585.28,4273.65,3311.63,-135.05,0,7726.35,7726.35,0,1,0,0,0,55
94D8338808758276497C30E,133804,31:19.1,E,36,Chargedoff,2010/9/17 0:00,0.27438,0.26,0.24,,,0,CA,Bus Driver,Full-time,121,TRUE,TRUE,560,579,1990/8/1 0:00,8,6,20,0,0,4,17,1,5531,35,0,0,0,0,0,17,0.72,0,0.23,"$50,000-74,999",TRUE,5500,,,,,,,,,1392,40,82,4000,2007/5/18 0:00,Q2 2007,9499338001069864475081D,161.16,5934.33,3884.06,2050.27,-54.12,-219.2,1.58,115.94,0,1,0,0,0,83
65CB34093467318257E85E2,263030,43:53.1,A,36,Chargedoff,2010/10/23 0:00,0.14107,0.1269,0.1169,,,4,FL,Tradesman - Mechanic,Full-time,45,FALSE,FALSE,720,739,1991/7/23 0:00,2,3,3,2,53,0,2,1,185,0,0,0,2610,0.17,12390,3,0.66,0,0.07,"$50,000-74,999",TRUE,5833.333333,,,,,,,,,1356,33,74,5000,2008/1/23 0:00,Q1 2008,017E3406022235288F3E0AE,167.72,4696.16,3719.79,976.37,-76.94,0,1280.19,1280.21,0,1,0,0,0,103
6EF8341905592141587DC92,325159,01:40.4,E,36,Chargedoff,2010/9/12 0:00,0.2832,0.26,0.25,,,4,NJ,Sales - Commission,Self-employed,120,FALSE,FALSE,580,599,1993/12/2 0:00,6,5,15,5,65,7,17,1,264,0,1,1,1281,0.55,1007,11,0.83,3,0.01,"$100,000+",TRUE,9000,,,,,,,,,1397,28,70,1000,2008/5/13 0:00,Q2 2008,0CD23400415689944DDC855,40.29,936.67,572.7,363.97,-14,0,427.31,427.3,0,1,0,1,50,35
2E023560733623945670F10,660087,29:36.3,,36,Chargedoff,2013/4/9 0:00,0.3179,0.2786,0.2686,2,1,1,MA,Nurse's Aide,Full-time,78,TRUE,FALSE,700,719,1989/11/1 0:00,11,9,38,6,261,9,14,1,1942,0,0,0,11785,0.66,6002,34,0.97,2,0.56,"$25,000-49,999",TRUE,3500,1,6,6,0,0,4000,3570.42,-36,183,6,16,4000,2012/11/8 0:00,Q4 2012,AA8034870446034267E406E,165.15,0,0,0,-3.4,-428.96,4000,3847.89,1421.69,1,0,0,0,84
2E1C33933712483904BB0AA,165925,43:27.5,C,36,Chargedoff,2009/12/18 0:00,0.18716,0.1799,0.1649,,,0,CA,Tradesman - Plumber,Full-time,156,TRUE,TRUE,660,679,1993/5/14 0:00,5,5,22,2,33,7,24,1,3225,0,1,0,934,0.84,176,19,0.57,1,0.17,"$75,000-99,999",TRUE,7500,,,,,,,,,1666,29,80,7000,2007/7/17 0:00,Q3 2007,83843392671323949E6D923,253.03,5991.47,4198.89,1792.58,-102.49,0,2801.1,2801.11,0,1,0,0,0,112
3A9C3414431297576362ED6,291897,50:26.3,E,36,Chargedoff,2009/8/19 0:00,0.37453,0.35,0.34,,,3,NC,Other,Full-time,17,FALSE,FALSE,580,599,1988/1/1 0:00,1,2,38,5,92,0,5,12,23835,32,0,0,0,0,0,29,0.54,0,0.12,"$25,000-49,999",TRUE,2583.333333,,,,,,,,,1787,17,72,1000,2008/3/18 0:00,Q1 2008,53FB3409949026339669D83,45.24,542.88,219.56,323.32,-9.24,0,780.44,780.44,0,1,0,0,0,9
C7273415247220195708DDD,286314,44:56.2,D,36,Chargedoff,2009/4/8 0:00,0.17677,0.155,0.145,,,1,WA,Administrative Assistant,Full-time,38,TRUE,FALSE,600,619,1993/4/28 0:00,8,9,69,8,83,3,17,32,7098,21,2,0,5442,0.15,29484,27,0.33,1,0.07,"$25,000-49,999",TRUE,4000,,,,,,,,,1919,13,72,1000,2008/3/7 0:00,Q1 2008,D4F43414528655320841198,34.91,449.28,363.49,85.79,-5.25,0,636.51,636.51,0,1,0,0,0,65
53DB3539812035867B2F0C1,563797,50:23.7,,36,Chargedoff,2014/2/11 0:00,0.24246,0.2049,0.1949,4,7,1,MS,Clerical,Employed,154,TRUE,FALSE,660,679,1988/9/9 0:00,4,4,15,2,50,4,6,1,184,3,1,0,245,0.07,1953,12,0.91,1,0.15,"$25,000-49,999",TRUE,2250,,,,,,,,,149,23,24,2500,2012/3/12 0:00,Q1 2012,70A834631646800845FDE3A,93.53,1683.54,1031.79,651.75,-31.07,-7.48,1468.21,1468.21,0,1,0,0,0,51
30633485006841633F13B50,459042,29:48.4,,36,Chargedoff,2011/12/28 0:00,0.37453,0.35,0.34,1,5,1,IN,Analyst,Full-time,118,TRUE,FALSE,680,699,1992/5/1 0:00,21,16,55,9,464,1,11,1,120,0,0,0,15211,0.53,9560,49,0.97,2,0.26,"$75,000-99,999",TRUE,7223,2,36,36,0,0,6500,4024.43,29,864,19,46,5000,2010/5/28 0:00,Q2 2010,49B6340271185136718B3CA,226.18,3266.52,1211.19,2055.33,-42.76,-163.46,3788.81,3788.81,400,1,0,0,0,74
80F0353972031282299E5A9,564075,17:21.7,,36,Chargedoff,2013/2/11 0:00,0.35797,0.3177,0.3077,1,4,1,KS,Laborer,Employed,72,FALSE,FALSE,680,699,2001/6/5 0:00,1,1,14,1,0,0,2,1,1739,16,1,0,0,0,0,10,0.58,0,0.06,"$25,000-49,999",TRUE,2916.666667,,,,,,,,,514,11,24,4000,2012/3/12 0:00,Q1 2012,F9713540451918950C9F7F9,173.71,1042.26,430.06,612.2,-19.27,0,3569.94,3569.94,0,1,0,0,0,3
C72C33954095071049CD88C,181703,08:43.7,A,36,Chargedoff,2010/1/11 0:00,0.18907,0.1818,0.1768,,,0,AL,Retail Management,Full-time,59,TRUE,FALSE,740,759,1996/4/14 0:00,11,9,33,6,176,4,13,1,686,0,0,0,3626,0.7,1505,29,0.96,0,0.3,"$25,000-49,999",TRUE,3333.333333,,,,,,,,,1002,1,79,10000,2007/8/10 0:00,Q3 2007,68573396751961855584A69,362.43,8941.42,5943.85,2997.57,-77,-547.34,4056.15,26.98,1184,1,0,0,0,81
17F0338256129020495EA34,102252,25:17.3,HR,36,Chargedoff,2008/4/5 0:00,0.25517,0.24,0.21,,,0,,Tradesman - Mechanic,Full-time,61,FALSE,TRUE,520,539,1999/2/18 0:00,3,3,23,2,51,5,14,16,27065,16,0,0,937,0.85,163,10,0.15,0,0.16,"$50,000-74,999",TRUE,4333.333333,,,,,,,,,2286,13,84,3000,2007/3/6 0:00,Q1 2007,F1BC338032686109996ABBE,117.7,904.13,491.99,412.14,-18.74,0,2508.01,2508.01,0,1,0,0,0,85
65EE35458786889489A7ACB,583498,41:39.4,,36,Chargedoff,2012/10/31 0:00,0.35797,0.3177,0.3077,1,4,1,NC,Truck Driver,Employed,102,TRUE,FALSE,660,679,2004/7/16 0:00,13,12,16,7,154,2,6,1,102,0,0,0,783,0.26,1023,14,0.93,3,0.23,"$50,000-74,999",TRUE,4583.333333,,,,,,,,,617,6,22,4000,2012/5/1 0:00,Q2 2012,D31B354585068353811E97F,173.71,173.71,65.78,107.93,-3.4,0,3934.22,3934.22,0,1,0,0,0,50
65F535174693807424623B5,510417,33:35.1,,36,Chargedoff,2012/10/20 0:00,0.34621,0.3099,0.2999,2,1,1,MO,Accountant/CPA,Employed,34,TRUE,FALSE,700,719,1996/1/1 0:00,21,12,58,8,200,1,11,2,2476,3,0,0,10769,0.81,284,53,0.88,1,0.34,"$50,000-74,999",TRUE,4583.333333,1,14,14,0,0,1000,727.59,22,628,16,33,7500,2011/6/20 0:00,Q2 2011,E05C347669348349463B957,322.47,3547.17,1610.54,1936.63,-62.49,0,5889.46,5889.46,0,1,0,0,0,33
3B4333887684803983B000E,132549,24:49.3,D,36,Chargedoff,2008/1/10 0:00,0.24753,0.24,0.23,,,0,MI,Civil Service,Full-time,4,FALSE,FALSE,600,619,1997/3/5 0:00,10,8,74,3,24,5,10,1,1342,12,1,0,540,1.8,0,47,0.6,2,0.46,"$50,000-74,999",TRUE,4583.333333,,,,,,,,,2372,8,82,5200,2007/5/11 0:00,Q2 2007,973C33880079267667C525A,204.01,612.03,285.16,326.87,-3.45,-81.6,4914.84,4914.84,0,1,0,0,0,50
1828339239177783069563F,157868,29:12.4,D,36,Chargedoff,2009/1/4 0:00,0.19228,0.185,0.17,,,0,IL,Analyst,Full-time,82,TRUE,TRUE,600,619,1997/9/15 0:00,7,5,30,2,35,4,7,1,206,8,1,0,998,0.65,520,15,0.6,2,0.16,"$50,000-74,999",TRUE,5141.666667,,,,,,,,,2014,18,80,5600,2007/7/3 0:00,Q3 2007,0DF83391871629669893923,203.86,2617.56,1606.36,1011.2,-55.61,0,3993.67,3993.64,0,1,0,0,0,164
A2BD33900512665881F9735,144950,35:06.7,D,36,Chargedoff,2008/5/5 0:00,0.22945,0.222,0.202,,,0,IL,Analyst,Full-time,48,TRUE,TRUE,600,619,1995/8/29 0:00,2,2,26,3,0,1,10,12,2485,8,1,0,0,0,6400,15,0.36,0,0.06,"$25,000-49,999",TRUE,3500,,,,,,,,,2256,11,81,5500,2007/6/5 0:00,Q2 2007,E5EA3391050513858C66514,210.62,1205.68,611.2,594.48,-28.05,0,4888.8,4888.8,0,1,0,0,0,105
C28B3497770334814890845,482674,04:10.6,,36,Chargedoff,2012/2/22 0:00,0.41355,0.35,0.34,1,4,1,PA,Professional,Employed,192,TRUE,FALSE,660,679,1993/1/1 0:00,9,8,37,4,47,2,13,4,26017,55,0,0,367,0.59,253,31,0.62,0,0.09,"$100,000+",TRUE,9166.666667,,,,,,,,,869,15,40,1000,2010/11/23 0:00,Q4 2010,EE82336592106428786731E,45.24,462.4,195.62,266.78,-7.63,0,804.38,804.38,0,1,0,0,0,40
E953355042816285485CF02,604995,45:04.5,,36,Chargedoff,2013/9/9 0:00,0.12427,0.0964,0.0864,6,8,1,NY,Other,Full-time,117,TRUE,FALSE,660,679,1989/3/6 0:00,4,4,15,3,66,2,2,1,545,8,1,0,2214,0.24,6713,13,0.46,0,0.14,"$50,000-74,999",TRUE,4250,1,16,16,0,0,1000,0,16,273,14,20,10500,2012/7/10 0:00,Q3 2012,9D643481204459211E90E94,337.03,3289.21,2301.84,987.37,-95.44,-198.6,8198.16,8198.16,150,1,0,0,0,129
48C03583520208063D02E87,842237,23:37.7,,36,Chargedoff,2013/12/29 0:00,0.20462,0.1679,0.1579,5,5,2,VA,Computer Programmer,Employed,150,TRUE,FALSE,720,739,1986/3/14 0:00,5,4,28,1,432,0,2,3,4756,41,0,0,8010,0,0,28,0.67,0,0.12,"$100,000+",TRUE,12500,,,,,,,,,193,5,8,20000,2013/7/29 0:00,Q3 2013,F4A9358182851644695C160,710.97,0,0,0,0,0,20000,20000,0,1,0,0,0,1
816A3529585025101E6FD5F,532197,25:48.6,,36,Chargedoff,2013/11/16 0:00,0.25486,0.2205,0.2105,4,4,1,WI,Engineer - Electrical,Employed,89,FALSE,FALSE,700,719,1998/10/7 0:00,10,8,28,5,453,1,6,1,66,0,0,0,27701,0.98,1971,28,0.96,0,0.17,"$50,000-74,999",TRUE,4833.333333,2,18,18,0,0,7100,1492.38,-15,236,25,29,5000,2011/10/17 0:00,Q4 2011,47963401142776013AC0E5E,191.08,5306.6,3921.58,1385.02,-62.83,0,1078.42,1078.42,0,1,0,0,0,81
B4A93521366476841A16F53,516058,52:47.7,,36,Chargedoff,2012/12/22 0:00,0.34621,0.3099,0.2999,2,4,1,CA,Other,Employed,53,FALSE,TRUE,640,659,1997/8/29 0:00,6,3,16,2,58,2,6,1,1825,9,0,0,12971,0.82,2729,16,0.62,1,0.14,"$75,000-99,999",TRUE,7500,1,32,13,17,2,7500,0,14,565,17,32,7500,2011/7/22 0:00,Q3 2011,6CDB3375392664134E02A84,322.47,3870.76,1732.62,2138.14,-47.16,0,5767.38,5767.38,0,1,0,0,0,30
195A3547804529438C72D15,594561,27:42.9,,60,Chargedoff,2013/4/4 0:00,0.31375,0.287,0.277,3,5,1,NY,Other,Other,288,FALSE,FALSE,740,759,1985/12/30 0:00,4,3,21,3,25,1,3,2,101,12,0,0,254,0.08,2596,15,0.87,1,0.24,"$1-24,999",TRUE,2041.666667,,,,,,,,,462,10,20,15000,2012/7/3 0:00,Q3 2012,AAB63547539093682C47BB4,473.39,1917.23,342.85,1574.38,-37.54,0,14657.15,14657.15,0,1,0,0,0,73
C3783577232106653EF8443,766858,13:31.3,,60,Chargedoff,2013/11/6 0:00,0.31848,0.2916,0.2816,2,5,1,NV,Other,Full-time,47,FALSE,FALSE,620,639,1994/12/10 0:00,11,8,60,6,235,0,6,5,24199,3,0,0,3830,0.26,10674,34,0.79,3,0.38,"$50,000-74,999",TRUE,4583.333333,1,31,31,0,0,1700,0,-67,246,6,10,3500,2013/5/7 0:00,Q2 2013,68B234655006112012686B8,111.44,111.44,24.76,86.68,-2.97,0,3475.24,3475.24,0,1,0,0,0,45
5C273522208812760996718,517557,12:09.7,,36,Chargedoff,2012/6/13 0:00,0.202,0.1799,0.1699,5,8,7,HI,Professional,Employed,30,TRUE,FALSE,740,759,1988/1/1 0:00,4,4,14,4,76,3,4,2,79574,8,0,0,3984,0.17,18716,11,0.9,0,0.07,"$100,000+",TRUE,9166.666667,,,,,,,,,757,11,31,15000,2011/8/12 0:00,Q3 2011,1DCE3516296135119B8D6F7,542.21,2711.05,1628.27,1082.78,-60.19,0,13371.73,13371.73,0,1,0,0,0,146
